Obs_ID,Ecoregion,Country,Site,Subsite,Latitude,Longitude,Depth_m,Genus,O_n,Species,Date,N,Start_time,No_start,Quality_start,End_time,No_end,Quality_end,Gamete_release,Situation,Timezone,DoNFM,DoSRtNFM,Sunrise,Sunset,Reference,Ref_ID,Comments
1124,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Coelastrea,,aspera,09/12/2006,6,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,2006-12-05,4,5:29,18:42,Graham et al 2008,44,
1125,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,tenuis,10/12/2006,-99,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,2006-12-05,5,5:30,18:43,Howells unpublished,66,"spawning loc=Penghu research station, exact GPS loc of site unknown (check with CY?)"
1126,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,nasuta,29/10/2007,-99,,TRUE,,,TRUE,,Bundles,Ex situ ,10.00,2007-10-26,3,5:35,18:19,Cumbo unpublished,23,
1127,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,millepora,27/11/2007,-99,,TRUE,,,TRUE,,Bundles,Ex situ ,10.00,2007-11-25,2,5:27,18:34,Cumbo unpublished,23,
1128,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,tenuis,29/11/2007,-99,,TRUE,,,TRUE,,Bundles,Ex situ ,10.00,2007-11-25,4,5:27,18:36,Cumbo unpublished,23,
1129,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,tenuis,18/11/2008,-99,19:30,FALSE,Approx,,TRUE,,Bundles,Ex situ ,10.00,2008-11-13,5,5:28,18:30,Cumbo unpublished,23,
1130,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,millepora,05/11/2009,4,20:30,FALSE,Approx,21:00,FALSE,Approx,Bundles,Ex situ,10.00,2009-11-03,2,5:32,18:22,Howells unpublished,66,"spawning loc=Penghu research station, time=peak spawning; NOTE: colonies reported as ""dribbling only"""
1131,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,tenuis,07/11/2009,-99,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,2009-11-03,4,5:31,18:23,Howells unpublished,66,spawning loc=OIRS
1132,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,millepora,10/11/2009,4,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,2009-11-03,7,5:30,18:25,Chua et al 2013a,20,
1133,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,millepora,10/12/2009,4,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,2009-12-02,8,5:30,18:43,Chua et al 2013a,20,
1134,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,millepora,22/11/2010,4,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,2010-11-22,0,5:27,18:32,Chua et al 2013b,21,
1135,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,millepora,30/11/2010,4,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,2010-11-22,8,5:28,18:37,Chua et al 2013b,21,
1136,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,millepora,14/11/2011,-99,20:50,FALSE,Approx,21:30,FALSE,Approx,Bundles,Ex situ,10.00,2011-11-11,3,5:29,18:27,Willis unpublished,136,
1137,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,millepora,15/11/2011,21,20:55,FALSE,Approx,22:00,FALSE,Approx,Bundles,Ex situ,10.00,2011-11-11,4,5:29,18:27,Willis unpublished,136,
1138,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,tenuis,15/11/2011,4,18:30,FALSE,Approx,19:15,FALSE,Approx,Bundles,Ex situ,10.00,2011-11-11,4,5:29,18:27,Willis unpublished,136,
1139,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,hyacinthus,16/11/2011,4,21:30,FALSE,Approx,21:50,FALSE,Approx,Bundles,Ex situ,10.00,2011-11-11,5,5:28,18:28,Willis unpublished,136,
1140,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,millepora,03/12/2012,7,21:00,FALSE,Approx,21:30,FALSE,Approx,Bundles,Ex situ,10.00,2012-11-29,4,5:28,18:39,Willis unpublished,136,
1141,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,tenuis,09/12/2014,1,20:45,FALSE,Approx,,TRUE,,Bundles,Ex situ,10.00,2014-12-06,3,5:29,18:42,Willis unpublished,136,
1142,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,09/12/2014,2,20:45,FALSE,Exact,,TRUE,,Sperm,Ex situ,10.00,2014-12-06,3,5:29,18:42,Torda unpublished,125,
1143,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,09/12/2014,3,20:45,FALSE,Approx,,TRUE,,Bundles,Ex situ,10.00,2014-12-06,3,5:29,18:42,Willis unpublished,136,
1144,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Dipsastraea,,favus,10/12/2014,2,21:45,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,2014-12-06,4,5:30,18:43,Torda unpublished,125,
1145,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Montipora,,spumosa,10/12/2014,1,20:05,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,2014-12-06,4,5:30,18:43,Torda unpublished,125,
1146,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,10/12/2014,3,20:30,FALSE,Exact,,TRUE,,Sperm,Ex situ,10.00,2014-12-06,4,5:30,18:43,Torda unpublished,125,
1147,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Acropora,,tenuis,11/12/2014,4,19:15,FALSE,Approx,19:45,FALSE,Approx,Bundles,Ex situ,10.00,2014-12-06,5,5:30,18:43,Willis unpublished,136,
1148,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Astrea,,curta,11/12/2014,1,21:30,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,2014-12-06,5,5:30,18:43,Torda unpublished,125,dribble
1149,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Dipsastraea,,favus,11/12/2014,3,21:40,FALSE,Exact,22:15,FALSE,Approx,Bundles,Ex situ,10.00,2014-12-06,5,5:30,18:43,Torda unpublished,125,
1150,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,11/12/2014,1,22:00,FALSE,Approx,,TRUE,,Sperm,Ex situ,10.00,2014-12-06,5,5:30,18:43,Willis unpublished,136,
1151,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Astrea,,curta,12/12/2014,1,21:25,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,2014-12-06,6,5:30,18:44,Torda unpublished,125,dribble
1152,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,12/12/2014,1,20:15,FALSE,Approx,,TRUE,,Eggs,Ex situ,10.00,2014-12-06,6,5:30,18:44,Willis unpublished,136,
1153,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,12/12/2014,1,20:10,FALSE,Approx,,TRUE,,Eggs,Ex situ,10.00,2014-12-06,6,5:30,18:44,Willis unpublished,136,
1154,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,12/12/2014,1,20:05,FALSE,Approx,,TRUE,,Eggs,Ex situ,10.00,2014-12-06,6,5:30,18:44,Willis unpublished,136,
1155,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,13/12/2014,1,22:10,FALSE,Approx,,TRUE,,Eggs,Ex situ,10.00,2014-12-06,7,5:31,18:44,Willis unpublished,136,
1156,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,13/12/2014,1,22:00,FALSE,Approx,,TRUE,,Eggs,Ex situ,10.00,2014-12-06,7,5:31,18:44,Willis unpublished,136,
1157,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,13/12/2014,1,22:15,FALSE,Approx,,TRUE,,Eggs,Ex situ,10.00,2014-12-06,7,5:31,18:44,Willis unpublished,136,
1158,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Montipora,,spumosa,13/12/2014,1,20:30,FALSE,Exact,,TRUE,,Bundles,Ex situ,10.00,2014-12-06,7,5:31,18:44,Torda unpublished,125,
1159,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Pachyseris,,speciosa,14/12/2014,7,18:35,FALSE,Approx,19:50,FALSE,Approx,Sperm,Ex situ,10.00,2014-12-06,8,5:31,18:45,Willis unpublished,136,
1160,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Pachyseris,,speciosa,14/12/2014,3,18:35,FALSE,Exact,19:45,FALSE,Approx,Sperm,Ex situ,10.00,2014-12-06,8,5:31,18:45,Torda unpublished,125,
1161,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,29/11/2015,1,19:40,FALSE,Approx,19:40,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,3,5:27,18:36,Willis unpublished,136,
1162,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,29/11/2015,1,20:55,FALSE,Approx,20:55,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,3,5:27,18:36,Willis unpublished,136,
1163,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,29/11/2015,1,20:55,FALSE,Approx,20:55,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,3,5:27,18:36,Willis unpublished,136,
1164,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Porites,,cylindrica,29/11/2015,9,19:40,FALSE,Exact,21:25,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,3,5:27,18:36,Torda unpublished,125,
1165,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,29/11/2015,2,21:20,FALSE,Approx,21:20,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,3,5:27,18:36,Willis unpublished,136,
1166,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,29/11/2015,1,20:53,FALSE,Approx,20:53,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,3,5:27,18:36,Willis unpublished,136,
1167,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,29/11/2015,3,20:25,FALSE,Approx,20:25,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,3,5:27,18:36,Willis unpublished,136,
1168,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,29/11/2015,1,19:50,FALSE,Approx,19:50,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,3,5:27,18:36,Willis unpublished,136,
1169,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,cylindrica,29/11/2015,3,20:55,FALSE,Approx,20:55,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,3,5:27,18:36,Willis unpublished,136,
1170,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Porites,,cylindrica,29/11/2015,2,20:55,FALSE,Exact,21:00,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,3,5:27,18:36,Torda unpublished,125,
1171,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,lutea,29/11/2015,1,22:25,FALSE,Approx,22:25,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,3,5:27,18:36,Willis unpublished,136,
1172,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Porites,,lutea,29/11/2015,1,22:25,FALSE,Exact,22:30,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,3,5:27,18:36,Torda unpublished,125,
1173,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Astrea,,curta,30/11/2015,3,20:45,FALSE,Exact,21:15,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,4,5:28,18:36,Torda unpublished,125,
1174,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Cyphastrea,,microphthalma,30/11/2015,2,20:25,FALSE,Exact,20:35,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,4,5:28,18:36,Torda unpublished,125,
1175,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Cyphastrea,,microphthalma,30/11/2015,2,20:25,FALSE,Approx,20:25,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1176,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,20:25,FALSE,Approx,20:25,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1177,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,18:29,FALSE,Approx,18:29,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1178,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,18:46,FALSE,Approx,18:46,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1179,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,2,22:00,FALSE,Approx,22:00,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1180,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Galaxea,,fascicularis,30/11/2015,2,18:42,FALSE,Exact,18:55,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,4,5:28,18:36,Torda unpublished,125,sperm-pseudo egg bundles
1181,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,18:44,FALSE,Approx,18:44,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1182,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,18:42,FALSE,Approx,18:42,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1183,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,18:35,FALSE,Approx,18:35,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1184,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,18:21,FALSE,Approx,18:21,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1185,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,20:25,FALSE,Approx,20:25,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1186,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,3,21:34,FALSE,Approx,21:34,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1187,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,18:22,FALSE,Approx,18:22,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1188,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,30/11/2015,1,18:05,FALSE,Approx,18:24,FALSE,Exact,Sperm,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1189,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Galaxea,,fascicularis,30/11/2015,4,18:05,FALSE,Exact,18:30,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,4,5:28,18:36,Torda unpublished,125,sperm-pseudo egg bundles
1190,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Galaxea,,fascicularis,30/11/2015,1,20:25,FALSE,Exact,20:40,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,4,5:28,18:36,Torda unpublished,125,
1191,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Galaxea,,fascicularis,30/11/2015,5,20:25,FALSE,Exact,22:10,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Torda unpublished,125,
1192,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Montipora,,aequituberculata,30/11/2015,4,19:45,FALSE,Exact,19:55,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,4,5:28,18:36,Torda unpublished,125,
1193,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Montipora,,aequituberculata,30/11/2015,4,19:44,FALSE,Approx,19:44,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1194,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,lutea,30/11/2015,1,21:32,FALSE,Approx,21:32,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1195,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,lutea,30/11/2015,1,20:50,FALSE,Approx,20:50,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1196,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Porites,,lutea,30/11/2015,1,21:25,FALSE,Approx,21:25,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Willis unpublished,136,
1197,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Porites,,lutea,30/11/2015,3,20:50,FALSE,Exact,21:35,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,4,5:28,18:36,Torda unpublished,125,
1198,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Galaxea,,fascicularis,01/12/2015,1,21:45,FALSE,Exact,22:00,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,5,5:28,18:37,Torda unpublished,125,
1199,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,01/12/2015,1,21:56,FALSE,Approx,21:56,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1200,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Galaxea,,fascicularis,01/12/2015,1,21:48,FALSE,Approx,21:48,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1201,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,3,Galaxea,,fascicularis,01/12/2015,1,21:50,FALSE,Exact,22:10,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,5,5:28,18:37,Torda unpublished,125,
1202,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,01/12/2015,1,22:30,FALSE,Approx,22:30,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1203,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,01/12/2015,1,22:14,FALSE,Approx,22:14,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1204,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,01/12/2015,1,23:11,FALSE,Approx,23:20,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1205,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,01/12/2015,-99,22:43,FALSE,Approx,22:43,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1206,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,01/12/2015,1,22:33,FALSE,Approx,22:33,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1207,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,01/12/2015,1,23:18,FALSE,Approx,23:20,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1208,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,01/12/2015,1,23:15,FALSE,Approx,23:20,FALSE,Approx,Eggs,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1209,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,01/12/2015,1,22:20,FALSE,Approx,22:20,FALSE,Approx,Sperm,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1210,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,-99,Heliofungia,,actiniformis,01/12/2015,1,,TRUE,,,TRUE,,Not recorded,Ex situ,10.00,2015-11-26,5,5:28,18:37,Willis unpublished,136,
1211,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,1,Acropora,,acuminata,17/11/2016,1,20:25,FALSE,Approx,20:25,FALSE,Approx,Bundles,In situ,10.00,2016-11-14,3,5:28,18:29,Baird unpublished,8,
1212,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,1,Acropora,,arafura,17/11/2016,1,20:59,FALSE,Approx,20:59,FALSE,Approx,Bundles,In situ,10.00,2016-11-14,3,5:28,18:29,Baird unpublished,8,
1213,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,1,Acropora,,cerealis,17/11/2016,4,20:23,FALSE,Approx,20:23,FALSE,Approx,Bundles,In situ,10.00,2016-11-14,3,5:28,18:29,Baird unpublished,8,
1214,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,8,Acropora,,kirstyae,17/11/2016,1,19:30,FALSE,Approx,21:00,FALSE,Approx,Bundles,Ex situ,10.00,2016-11-14,3,5:28,18:29,Baird unpublished,8,
1215,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,1,Acropora,,millepora,17/11/2016,5,21:20,FALSE,Approx,21:20,FALSE,Approx,Bundles,In situ,10.00,2016-11-14,3,5:28,18:29,Baird unpublished,8,
1216,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,1,Acropora,,muricata,17/11/2016,1,20:42,FALSE,Approx,20:42,FALSE,Approx,Bundles,In situ,10.00,2016-11-14,3,5:28,18:29,Baird unpublished,8,
1217,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,1,Acropora,,nasuta,17/11/2016,5,21:21,FALSE,Approx,21:21,FALSE,Approx,Bundles,In situ,10.00,2016-11-14,3,5:28,18:29,Baird unpublished,8,
1218,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,1,Acropora,,selago,17/11/2016,4,20:21,FALSE,Approx,20:21,FALSE,Approx,Bundles,In situ,10.00,2016-11-14,3,5:28,18:29,Baird unpublished,8,
1219,Central and northern Great Barrier Reef,Australia,Orpheus Island,Little Pioneer Bay,-18.611175,146.486647,8,Alveopora,,spongiosa,17/11/2016,1,19:00,FALSE,Approx,19:15,FALSE,Approx,Sperm,Ex situ,10.00,2016-11-14,3,5:28,18:29,Baird unpublished,8,
