Obs_ID,Ecoregion,Country,Site,Subsite,Latitude,Longitude,Depth_m,Genus,O_n,Species,Date,N,Start_time,No_start,Quality_start,End_time,No_end,Quality_end,Gamete_release,Situation,Timezone,DoNFM,DoSRtNFM,Sunrise,Sunset,Reference,Ref_ID,Comments
103,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Acropora,,hyacinthus,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
104,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Acropora,,latistella,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
105,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Acropora,,millepora,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
106,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Acropora,,muricata,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
107,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Acropora,,tortuosa,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
108,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Astreopora,,gracilis,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
109,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Coelastrea,,aspera,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
110,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Favites,,abdita,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
111,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Favites,,halicora,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
112,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Favites,,magnistellata,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
113,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Fungia,,fungites,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
114,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Goniastrea,,retiformis,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
115,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Lobophyllia,,hemprichii,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
116,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Merulina,,ampliata,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
117,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Montipora,,hispida,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
118,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Platygyra,,sinensis,15/03/1985,-99,20:10,FALSE,Exact,21:00,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,8,6:15,18:29,Simpson 1985,118,
119,Ningaloo Reef and coastal north-west Australia,Australia,Dampier,na,-20.500000,116.700000,-99,Acropora,,florida,16/03/1985,-99,20:00,FALSE,Exact,20:20,FALSE,Exact,Not recorded,In situ,8.00,1985-03-07,9,6:15,18:28,Simpson 1985,118,
120,Central and northern Great Barrier Reef,Australia,Davies Reef,Hole in lagoon,-18.810000,147.650000,-99,Acropora,,millepora,13/12/2003,-99,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,2003-12-09,4,5:25,18:40,Willis unpublished,136,No AEDT in 2003 so UTC +10
121,Central and northern Great Barrier Reef,Australia,Davies Reef,Hole in lagoon,-18.810000,147.650000,-99,Acropora,,tenuis,13/12/2003,-99,,TRUE,,,TRUE,,Bundles,Ex situ,10.00,2003-12-09,4,5:25,18:40,Willis unpublished,136,No AEDT in 2003 so UTC +10
122,Central and northern Great Barrier Reef,Australia,Davies Reef,na,-18.833333,147.650000,-99,Turbinaria,,stellulata,06/12/1990,1,20:20,FALSE,Exact,,TRUE,,Sperm,In situ,11.00,1990-12-02,4,6:23,19:36,Babcock et al 1992,4,AEDT UTC+11 28/10/1990 to 03/03/1991
123,Central and northern Great Barrier Reef,Australia,Davies Reef,na,-18.833333,147.650000,-99,Turbinaria,,stellulata,07/12/1990,1,20:30,FALSE,Approx,,TRUE,,Sperm,In situ,11.00,1990-12-02,5,6:24,19:37,Babcock et al 1992,4,AEDT UTC+11 28/10/1990 to 03/03/1991
124,Central and northern Great Barrier Reef,Australia,Davies Reef,na,-18.833333,147.650000,-99,Diploastrea,,heliopora,08/12/1990,-99,20:30,FALSE,Approx,,TRUE,,Not recorded,In situ,11.00,1990-12-02,6,6:24,19:37,Babcock et al 1992,4,AEDT UTC+11 28/10/1990 to 03/03/1991
125,Central and northern Great Barrier Reef,Australia,Esk Island,na,-18.773818,146.519938,-99,Acropora,,millepora,30/10/2015,7,,TRUE,,,TRUE,,Not recorded,Ex situ,10.00,2015-10-27,3,5:35,18:20,Ricardo unpublished,111,"spawning at Seasim, AIMS"
126,Central and northern Great Barrier Reef,Australia,Esk Island,na,-18.773818,146.519938,-99,Acropora,,millepora,31/10/2015,-99,,TRUE,,,TRUE,,Not recorded,Ex situ,10.00,2015-10-27,4,5:34,18:20,Ricardo unpublished,111,"spawning at Seasim, AIMS"
127,Central and northern Great Barrier Reef,Australia,Esk Island,na,-18.773818,146.519938,-99,Acropora,,millepora,02/11/2015,-99,,TRUE,,,TRUE,,Not recorded,Ex situ,10.00,2015-10-27,6,5:33,18:21,Ricardo unpublished,111,"spawning at Seasim, AIMS"
128,Central and northern Great Barrier Reef,Australia,Esk Island,na,-18.773818,146.519938,-99,Acropora,,tenuis,30/11/2015,-99,19:00,FALSE,Approx,19:30,FALSE,Approx,Bundles,Ex situ,10.00,2015-11-26,4,5:27,18:37,Willis unpublished,136,
129,Central and northern Great Barrier Reef,Australia,Fantome Island,na,-18.691344,146.519412,-99,Acropora,,millepora,13/11/1992,3,,TRUE,,,TRUE,,Bundles,In situ,10.00,1992-11-10,3,5:29,18:27,Willis unpublished,136,
130,Central and northern Great Barrier Reef,Australia,Fantome Island,na,-18.691344,146.519412,-99,Acropora,,pulchra,14/11/1992,2,18:00,FALSE,Approx,18:00,FALSE,Approx,Bundles,Ex situ,10.00,1992-11-10,4,5:28,18:27,Willis unpublished,136,
131,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,18/11/1978,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1978-11-15,3,4:58,18:15,Kojis & Quinn 1981,75,
132,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,19/11/1978,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1978-11-15,4,4:58,18:16,Kojis & Quinn 1981,75,
133,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,19/11/1978,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,In situ,10.00,1978-11-15,4,4:58,18:16,Kojis & Quinn 1981,75,
134,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,20/11/1978,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,In situ,10.00,1978-11-15,5,4:58,18:17,Kojis & Quinn 1981,75,
135,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,20/11/1978,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1978-11-15,5,4:58,18:17,Kojis & Quinn 1981,75,
136,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,21/11/1978,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1978-11-15,6,4:58,18:17,Kojis & Quinn 1981,75,
137,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,22/11/1978,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1978-11-15,7,4:58,18:18,Kojis & Quinn 1981,75,
138,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,23/11/1978,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1978-11-15,8,4:57,18:19,Kojis & Quinn 1981,75,
139,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,24/11/1978,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1978-11-15,9,4:57,18:20,Kojis & Quinn 1981,75,
140,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,09/11/1979,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1979-11-04,5,5:02,18:09,Kojis & Quinn 1981,75,
141,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,10/11/1979,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1979-11-04,6,5:01,18:10,Kojis & Quinn 1981,75,
142,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,11/11/1979,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1979-11-04,7,5:01,18:11,Kojis & Quinn 1981,75,
143,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Favites,,abdita,12/11/1979,-99,20:00,FALSE,Approx,,TRUE,,Bundles,Ex situ,10.00,1979-11-04,8,5:01,18:11,Kojis & Quinn 1982a,76,
144,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,12/11/1979,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1979-11-04,8,5:01,18:11,Kojis & Quinn 1981,75,
145,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Leptoria,,phrygia,13/11/1979,-99,,TRUE,,,TRUE,,Eggs,Ex situ,10.00,1979-11-04,9,5:00,18:12,Kojis & Quinn 1982a,76,
146,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,13/11/1979,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1979-11-04,9,5:00,18:12,Kojis & Quinn 1981,75,
147,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Porites,,cylindrica,01/12/1979,-99,21:00,FALSE,Approx,21:30,FALSE,Approx,Sperm,Ex situ,10.00,1979-12-04,-3,4:57,18:24,Kojis & Quinn 1982b,77,
148,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Porites,,cylindrica,02/12/1979,-99,21:00,FALSE,Approx,21:30,FALSE,Approx,Sperm,Ex situ,10.00,1979-12-04,-2,4:57,18:25,Kojis & Quinn 1982b,77,
149,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Porites,,cylindrica,04/12/1979,-99,21:00,FALSE,Approx,21:30,FALSE,Approx,Sperm,Ex situ,10.00,1979-12-04,0,4:57,18:26,Kojis & Quinn 1982b,77,
150,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Porites,,cylindrica,05/12/1979,-99,21:00,FALSE,Approx,21:30,FALSE,Approx,Sperm,Ex situ,10.00,1979-12-04,1,4:57,18:27,Kojis & Quinn 1982b,77,
151,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Porites,,cylindrica,07/12/1979,-99,21:00,FALSE,Approx,21:30,FALSE,Approx,Sperm,Ex situ,10.00,1979-12-04,3,4:58,18:28,Kojis & Quinn 1982b,77,
152,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Porites,,cylindrica,07/12/1979,-99,21:45,FALSE,Approx,,TRUE,,Eggs,Ex situ,10.00,1979-12-04,3,4:58,18:28,Kojis & Quinn 1982b,77,
153,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Porites,,cylindrica,08/12/1979,-99,,TRUE,,,TRUE,,Eggs,Ex situ,10.00,1979-12-04,4,4:58,18:29,Kojis & Quinn 1982b,77,
154,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Porites,,cylindrica,08/12/1979,-99,21:00,FALSE,Approx,21:30,FALSE,Approx,Sperm,Ex situ,10.00,1979-12-04,4,4:58,18:29,Kojis & Quinn 1982b,77,
155,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Leptoria,,phrygia,09/12/1979,-99,22:00,FALSE,Approx,,TRUE,,Bundles,Ex situ,10.00,1979-12-04,5,4:58,18:30,Kojis & Quinn 1982a,76,
156,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Leptoria,,phrygia,12/12/1979,-99,22:00,FALSE,Approx,,TRUE,,Bundles,Ex situ,10.00,1979-12-04,8,4:59,18:32,Kojis & Quinn 1982a,76,
157,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,28/10/1980,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,In situ,10.00,1980-10-24,4,5:09,18:03,Kojis & Quinn 1981,75,
158,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Paragoniastrea,,australensis,28/10/1980,-99,16:00,FALSE,Approx,18:00,FALSE,Approx,Not recorded,Ex situ,10.00,1980-10-24,4,5:09,18:03,Kojis & Quinn 1981,75,
159,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Acropora,,millepora,09/11/2001,2,20:30,FALSE,Approx,22:00,FALSE,Approx,Bundles,Ex situ,10.00,2001-11-01,8,5:02,18:10,Wild et al 2004,134,
160,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Acropora,,digitifera,10/11/2001,2,20:30,FALSE,Approx,22:00,FALSE,Approx,Bundles,Ex situ,10.00,2001-11-01,9,5:01,18:10,Wild et al 2004,134,
161,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Acropora,,pulchra,10/11/2001,2,20:30,FALSE,Approx,22:00,FALSE,Approx,Bundles,Ex situ,10.00,2001-11-01,9,5:01,18:10,Wild et al 2004,134,
162,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Acropora,,millepora,11/11/2001,1,20:30,FALSE,Approx,22:00,FALSE,Approx,Bundles,Ex situ,10.00,2001-11-01,10,5:01,18:11,Wild et al 2004,134,
163,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Montipora,,digitata,20/11/2005,-99,,TRUE,,,TRUE,,Bundles,In situ,10.00,2005-11-16,4,4:58,18:17,Eyre et al 2008,30,
164,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Acropora,,millepora,21/11/2005,-99,,TRUE,,,TRUE,,Bundles,In situ,10.00,2005-11-16,5,4:58,18:18,Eyre et al 2008,30,
165,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_1,-23.450000,151.916667,-99,Platygyra,,daedalea,22/11/2005,-99,,TRUE,,,TRUE,,Not recorded,In situ,10.00,2005-11-16,6,4:57,18:18,Eyre et al 2008,30,
166,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,1,Montipora,,digitata,06/12/2009,2,21:30,FALSE,Approx,22:15,FALSE,Approx,Bundles,Ex situ,10.00,2009-12-02,4,4:57,18:28,Doropoulos unpublished,29,
167,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,1,Acropora,,millepora,07/12/2009,5,21:30,FALSE,Exact,22:30,FALSE,Exact,Bundles,Ex situ,10.00,2009-12-02,5,4:58,18:29,Doropoulos et al 2012a,26,
168,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,5,Acropora,,muricata,08/12/2009,5,21:30,FALSE,Exact,22:25,FALSE,Approx,Bundles,Ex situ,10.00,2009-12-02,6,4:58,18:29,Doropoulos unpublished,29,
169,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,1,Acropora,,robusta,08/12/2009,3,21:30,FALSE,Exact,22:25,FALSE,Approx,Bundles,Ex situ,10.00,2009-12-02,6,4:58,18:29,Doropoulos unpublished,29,
170,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,1,Montipora,,digitata,28/11/2010,2,21:30,FALSE,Exact,22:15,FALSE,Approx,Bundles,Ex situ,10.00,2010-11-22,6,4:57,18:22,Doropoulos unpublished,29,
171,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,1,Acropora,,aspera,29/11/2010,3,20:40,FALSE,Exact,21:40,FALSE,Exact,Bundles,Ex situ,10.00,2010-11-22,7,4:57,18:23,Doropoulos unpublished,29,
172,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,5,Acropora,,cytherea,29/11/2010,5,23:10,FALSE,Exact,00:10,FALSE,Approx,Bundles,Ex situ,10.00,2010-11-22,7,4:57,18:23,Doropoulos unpublished,29,
173,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,1,Acropora,,millepora,29/11/2010,5,20:40,FALSE,Exact,21:40,FALSE,Exact,Bundles,Ex situ,10.00,2010-11-22,7,4:57,18:23,Doropoulos et al 2012b,27,
174,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,1,Acropora,,aspera,30/11/2010,1,20:20,FALSE,Exact,21:10,FALSE,Approx,Bundles,Ex situ,10.00,2010-11-22,8,4:57,18:24,Doropoulos unpublished,29,
175,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,5,Acropora,,cytherea,30/11/2010,5,23:30,FALSE,Exact,00:30,FALSE,Approx,Bundles,Ex situ,10.00,2010-11-22,8,4:57,18:24,Doropoulos unpublished,29,
176,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,5,Acropora,,selago,30/11/2010,1,22:00,FALSE,Exact,23:00,FALSE,Approx,Bundles,Ex situ,10.00,2010-11-22,8,4:57,18:24,Doropoulos unpublished,29,
177,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,1,Acropora,,aspera,01/12/2010,2,21:30,FALSE,Exact,22:30,FALSE,Approx,Bundles,Ex situ,10.00,2010-11-22,9,4:57,18:25,Doropoulos unpublished,29,
178,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,5,Acropora,,cytherea,01/12/2010,2,22:30,FALSE,Approx,23:30,FALSE,Approx,Bundles,Ex situ,10.00,2010-11-22,9,4:57,18:25,Doropoulos unpublished,29,
179,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,5,Acropora,,selago,01/12/2010,5,22:00,FALSE,Exact,23:00,FALSE,Approx,Bundles,Ex situ,10.00,2010-11-22,9,4:57,18:25,Doropoulos & Diaz-Pulido 2013,25,
180,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,2,Acropora,,millepora,17/11/2011,5,21:30,FALSE,Approx,23:00,FALSE,Approx,Bundles,Ex situ,10.00,2011-11-11,6,4:59,18:15,Nitschke et al 2016,98,In the publication I recorded the DOPFM as 12/11/2011 - different to database (it was at 06:16 on 11/11/2011 AJE) Checked record against paper (AJE).
181,Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Heron_2,-23.442300,151.914800,2,Acropora,,aspera,08/11/2012,4,20:30,FALSE,Approx,21:30,FALSE,Approx,Bundles,Ex situ,10.00,2012-10-30,9,5:02,18:09,Nitschke unpublished,99,spawning loc=AIMS
